Lineage,Country,Localitynew,Latitude,Longitude_c,Island,Sex,Bill,Wing
Tyto alba,Ireland,Blennerville,52.25,-9.74,1,1,186,303
Tyto alba,Ireland,Monard,51.94,-8.51,1,2,190,298
Tyto alba,Ireland,Tipperary,52.47,-8.1645,1,2,182,293
Tyto alba,Ireland,Ireland,53.25,-8.002,1,1,200,309
Tyto alba,Ireland,Ballydonagh,52.92,-7.98,1,1,203,299
Tyto alba,Ireland,Kiskeam,52.18,-9.15,1,1,187,301
Tyto alba,Ireland,Tipperary,52.47,-8.165,1,1,190,282
Tyto alba,Ireland,Ireland,53.25,-8.0025,1,2,191,296
Tyto alba,Ireland,Tipperary,52.47,-8.1655,1,2,196,299
Tyto alba,Ireland,Croagh,52.53,-8.87,1,2,188,296
Tyto alba,Ireland,Ireland,53.25,-8.003,1,1,179,292
Tyto alba,Ireland,Tipperary,52.47,-8.166,1,2,187,312
Tyto alba,Ireland,Tipperary,52.47,-8.1665,1,2,195,297
Tyto alba,Ireland,Tipperary,52.47,-8.167,1,2,193,294
Tyto alba,Ireland,Tipperary,52.47,-8.1675,1,2,208,292
Tyto alba,Ireland,Tipperary,52.47,-8.168,1,1,187,292
Tyto alba,Ireland,Tipperary,52.47,-8.1685,1,1,218,309
Tyto alba,Italy,Bibbiena,43.69,11.81,0,1,203,291
Tyto alba,Italy,Lombardia,45.27,9.1,0,1,192,298
Tyto alba,Italy,Toscana,43.45,11.2,0,1,199,290
Tyto alba,Italy,Portogruaro,45.78,12.84,0,1,194,294
Tyto alba,Italy,Bologna,44.5,11.341,0,1,197,290
Tyto alba,Italy,Toscana,43.45,11.2005,0,2,208,283
Tyto alba,Italy,Rome,41.89,12.49,0,1,185,282
Tyto alba,Italy,Rome,41.89,12.4905,0,2,190,285
Tyto alba,Italy,Rome,41.89,12.491,0,2,193,278
Tyto alba,Italy,Toscana,43.45,11.201,0,1,193,278
Tyto alba,Italy,Ancona,43.6,13.52,0,2,203,291
Tyto alba,Italy,BadiaAPassignanoCianti,43.56,11.23,0,1,195,283
Tyto alba,Italy,Bereguardo,45.25,9.02,0,2,205,295
Tyto alba,Italy,Bereguardo,45.25,9.021,0,1,192,285
Tyto alba,Italy,Bereguardo,45.25,9.0205,0,1,197,278
Tyto alba,Italy,Bibbiena,43.69,11.8115,0,NA,210,301
Tyto alba,Italy,Bibbiena,43.69,11.812,0,2,199,283
Tyto alba,Italy,Pietrasanta,43.95,10.22,0,1,184,283
Tyto alba,Italy,Viareggio,43.86,10.26,0,2,202,279
Tyto alba,Italy,Viareggio,43.86,10.2605,0,2,195,289
Tyto alba,Italy,Viareggio,43.86,10.261,0,2,194,290
Tyto alba,Italy,Viareggio,43.86,10.2615,0,2,198,282
Tyto alba,Italy,Viareggio,43.86,10.262,0,1,196,280
Tyto alba,Italy,Viareggio,43.86,10.2625,0,2,195,289
Tyto alba,Italy,CantalupoSabino,42.36,12.64,0,2,192,280
Tyto alba,Italy,Bibbiena,43.69,11.8125,0,1,189,282
Tyto alba,Italy,Bibbiena,43.69,11.813,0,1,193,250
Tyto alba,Italy,Bibbiena,43.69,11.8135,0,2,202,284
Tyto alba,Italy,Bibbiena,43.69,11.814,0,2,193,283
Tyto alba,Italy,CornidiCanzo,45.86,9.33,0,1,193,287
Tyto alba,Italy,Bereguardo,45.25,9.0215,0,1,180,283
Tyto alba,Italy,Piacenza,45.05,9.69,0,1,175,270
Tyto alba,Italy,Piacenza,45.05,9.691,0,1,198,301
Tyto alba,Italy,CastiglionFiorentino,43.35,11.92,0,1,186,286
Tyto alba,Italy,Firenze,43.77,11.25,0,1,187,281
Tyto alba,Italy,Firenze,43.77,11.2505,0,1,188,283
Tyto alba,Italy,Firenze,43.77,11.251,0,1,192,290
Tyto alba,Italy,Firenze,43.77,11.2515,0,1,195,297
Tyto alba,Italy,Firenze,43.77,11.252,0,1,212,295
Tyto alba,Italy,FonteFarneta,43.69,11.82,0,1,188,295
Tyto alba,Italy,Fucecchio,43.73,10.8,0,2,195,286
Tyto alba,Italy,Genova,44.42,8.94,0,2,191,291
Tyto alba,Italy,Greggio,45.78,8.39,0,1,190,277
Tyto alba,Italy,CrottadAdda,45.16,9.85,0,2,192,284
Tyto alba,Italy,Legnano,45.6,8.9105,0,2,195,301
Tyto alba,Italy,Lizanza,45.94,8.63,0,1,194,294
Tyto alba,Italy,Lombardia,45.65,9.8,0,2,188,270
Tyto alba,Italy,MazzonidiCapua,41.1,14.2,0,1,200,286
Tyto alba,Italy,Milan,45.48,9.1705,0,2,190,286
Tyto alba,Italy,Milan,45.48,9.171,0,2,204,285
Tyto alba,Italy,Milan,45.48,9.1715,0,2,186,284
Tyto alba,Italy,Milan,45.48,9.172,0,1,179,284
Tyto alba,Italy,Milan,45.48,9.1725,0,1,197,296
Tyto alba,Italy,Milan,45.48,9.173,0,1,179,286
Tyto alba,Italy,Milan,45.48,9.1735,0,1,185,278
Tyto alba,Italy,Milan,45.48,9.174,0,1,188,286
Tyto alba,Italy,Milan,45.48,9.1745,0,1,183,292
Tyto alba,Italy,Milan,45.48,9.175,0,2,197,307
Tyto alba,Italy,Milan,45.48,9.1755,0,1,201,282
Tyto alba,Italy,Abbiategrasso,45.4,8.92,0,2,181,294
Tyto alba,Italy,Noverasco,45.39,9.21,0,1,190,281
Tyto alba,Italy,Mugello,43.95,11.4,0,1,193,285
Tyto alba,Italy,Rome,41.89,12.4915,0,1,180,286
Tyto alba,Italy,Opera,45.42,9.22,0,2,210,277
Tyto alba,Italy,Quiesa,43.85,10.33,0,1,196,277
Tyto alba,Italy,PeschieraBorromeo,45.44,9.31,0,1,199,287
Tyto alba,Italy,Piemonte,45.1,7.95,0,NA,191,289
Tyto alba,Italy,Piemonte,45.1,7.9505,0,NA,190,296
Tyto alba,Italy,Pisa,43.72,10.4,0,1,181,268
Tyto alba,Italy,PonteNizza,44.85,9.1,0,2,169,283
Tyto alba,Italy,Prato,43.88,11.09,0,1,206,286
Tyto alba,Italy,Ravenna,44.41,12.2005,0,1,188,268
Tyto alba,Italy,Ravenna,44.41,12.201,0,2,199,295
Tyto alba,Italy,Ravenna,44.41,12.2015,0,1,198,285
Tyto alba,Italy,Ravenna,44.41,12.202,0,2,222,283
Tyto alba,Italy,Rieti,42.43,12.86,0,1,181,275
Tyto alba,Italy,RochettaalVolturno,41.63,14.07,0,NA,191,287
Tyto alba,Italy,Rome,41.89,12.492,0,1,203,278
Tyto alba,Italy,Rome,41.89,12.4925,0,2,197,302
Tyto alba,Italy,Rome,41.89,12.493,0,1,180,274
Tyto alba,Italy,Rome,41.89,12.4935,0,2,194,292
Tyto alba,Italy,Rome,41.89,12.494,0,2,185,274
Tyto alba,Italy,Rome,41.89,12.4945,0,2,188,278
Tyto alba,Italy,Rome,41.89,12.495,0,1,188,287
Tyto alba,Italy,Rome,41.89,12.4955,0,NA,183,289
Tyto alba,Italy,Rosate,45.58,9.03,0,2,197,290
Tyto alba,Sicilia,Selinunte,37.6,12.8205,1,1,182,277
Tyto alba,Italy,SNicolo,45.36,11.94,0,2,197,287
Tyto alba,Italy,SRocco,44.95,9.72,0,1,187,283
Tyto alba,Italy,SanPieroAgliana,43.9,11.09,0,1,174,276
Tyto alba,Italy,SestoFiorentino,43.83,11.2105,0,2,191,290
Tyto alba,Italy,Siena,43.31,11.31,0,1,194,288
Tyto alba,Italy,Siena,43.31,11.3105,0,1,187,261
Tyto alba,Italy,Siena,43.31,11.311,0,1,185,286
Tyto alba,Italy,Siena,43.31,11.3115,0,2,185,254
Tyto alba,Italy,Siena,43.31,11.312,0,2,191,273
Tyto alba,Italy,Spinettamarengo,44.88,8.68,0,NA,175,306
Tyto alba,Italy,Taranto,40.46,17.27,0,NA,205,291
Tyto alba,Italy,Toscana,43.45,11.202,0,1,193,278
Tyto alba,Italy,Toscana,43.45,11.2025,0,1,197,298
Tyto alba,Italy,Toscana,43.45,11.203,0,1,180,291
Tyto alba,Italy,Toscana,43.45,11.2035,0,1,166,258
Tyto alba,Italy,Toscana,43.45,11.204,0,1,193,283
Tyto alba,Italy,Toscana,43.45,11.2045,0,1,216,269
Tyto alba,Italy,GreveinChianti,43.58,11.32,0,1,200,288
Tyto alba,Italy,SanPieroAgliana,43.9,11.0905,0,2,184,292
Tyto alba,Italy,Firenze,43.77,11.2525,0,1,193,296
Tyto alba,Italy,Udine,46.07,13.23,0,1,189,279
Tyto alba,Italy,Venezia,45.51,12.31,0,1,189,287
Tyto alba,Italy,Viareggio,43.86,10.263,0,1,179,267
Tyto alba,Italy,Viareggio,43.86,10.2635,0,1,184,268
Tyto alba,Italy,Milan,45.48,9.176,0,2,204,287
Tyto alba,Italy,VillaVigoni,46.01,9.23,0,NA,190,288
Tyto alba,Italy,Bibbiena,43.69,11.8145,0,2,192,285
Tyto alba,Italy,Piemonte,45.1,7.951,0,1,210,293
Tyto alba,Italy,Castelporziano,41.74,12.4,0,1,195,300
Tyto alba,Italy,Ravenna,44.41,12.2025,0,1,192,283
Tyto alba,Italy,Monselice,45.23,11.7515,0,1,205,292
Tyto alba,Italy,Casaleone,45.17,11.2,0,2,184,265
Tyto alba,Italy,Cavavlere,45.49,12.22,0,2,186,262
Tyto alba,Italy,Ravenna,44.41,12.203,0,1,204,283
Tyto alba,Italy,Monselice,45.23,11.75,0,1,192,288
Tyto alba,Italy,Ravenna,44.41,12.2035,0,1,205,282
Tyto alba,Italy,Venezia,45.51,12.3105,0,1,209,294
Tyto alba,Italy,Verona,45.43,10.99,0,2,205,293
Tyto alba,Italy,Bari,41.12,16.86,0,2,198,290
Tyto alba,Italy,Ravenna,44.41,12.204,0,1,195,284
Tyto alba,Italy,Ravenna,44.41,12.2045,0,1,192,287
Tyto alba,Italy,Udine,46.07,13.2305,0,2,208,291
Tyto alba,Italy,Ravenna,44.41,12.205,0,2,193,280
Tyto alba,Italy,Calabria,39.1,16.5,0,1,197,289
Tyto alba,Italy,Legnago,45.6,8.91,0,1,191,299
Tyto alba,Italy,Monselice,45.23,11.7505,0,2,213,289
Tyto alba,Italy,Ravenna,44.41,12.2055,0,1,206,291
Tyto alba,Italy,Ravenna,44.41,12.2065,0,2,220,299
Tyto alba,Italy,Ravenna,44.41,12.207,0,2,209,280
Tyto alba,Italy,Monselice,45.23,11.751,0,1,190,282
Tyto alba,Italy,Milan,45.48,9.1765,0,1,203,293
Tyto alba,Italy,Ariccia,41.72,12.67,0,1,202,287
Tyto alba,Italy,AgroRomano,41.9,12.48,0,1,197,283
Tyto alba,Italy,Rome,41.89,12.496,0,1,193,281
Tyto alba,Italy,Tivoli,41.96,12.8,0,2,214,290
Tyto alba,Italy,Rome,41.89,12.4965,0,1,195,271
Tyto alba,Italy,CastelFusano,41.73,12.35,0,1,192,289
Tyto alba,Italy,Ariccia,41.72,12.6705,0,2,197,284
Tyto alba,Italy,Rome,41.89,12.497,0,NA,197,295
Tyto alba,Italy,Rome,41.89,12.4975,0,NA,202,287
Tyto alba,Italy,Rome,41.89,12.498,0,NA,203,289
Tyto alba,Italy,Rome,41.89,12.4985,0,NA,203,293
Tyto alba,Italy,Rome,41.89,12.499,0,NA,198,277
Tyto alba,Italy,Meldola,44.15,12.07,0,1,190,279
Tyto alba,Italy,Savio,44.31,12.31,0,2,209,295
Tyto alba,Italy,Ravenna,44.41,12.2075,0,1,193,302
Tyto alba,Italy,Magliano,42.58,11.28,0,1,208,304
Tyto alba,Italy,Ravenna,44.41,12.208,0,2,204,294
Tyto alba,Italy,Ravenna,44.41,12.2085,0,1,186,278
Tyto alba,Sardaigne,Sorgono,40.03,9.1,1,1,196,303
Tyto alba,Italy,Forli,44.23,12.05,0,2,191,292
Tyto alba,Italy,Faenza,44.28,11.89,0,1,191,281
Tyto alba,Italy,Brisighella,44.22,11.77,0,2,195,293
Tyto alba,Italy,Faenza,44.28,11.8905,0,1,181,293
Tyto alba,Italy,Faenza,44.28,11.891,0,2,201,290
Tyto alba,Italy,Fano,43.84,13.02,0,2,188,270
Tyto alba,Italy,Ravenna,44.41,12.209,0,1,199,290
Tyto alba,Italy,Cuneo,44.39,7.53,0,NA,200,287
Tyto alba,Italy,Caramagna,44.78,7.74,0,1,209,296
Tyto alba,Italy,Marene,44.39,7.55,0,2,214,292
Tyto alba,Italy,Cuneo,44.39,7.5305,0,1,185,278
Tyto alba,Italy,Casalgrasso,44.81,7.63,0,NA,193,270
Tyto alba,Italy,Carmagnola,44.85,7.72,0,2,190,277
Tyto alba,Italy,Piemonte,45.1,7.9515,0,2,196,289
Tyto alba,Italy,Villastellone,44.92,7.75,0,2,200,289
Tyto alba,Italy,Pinerolo,44.88,7.33,0,2,202,288
Tyto alba,Italy,Torino,45.07,7.6905,0,1,190,289
Tyto alba,Italy,Trino,45.12,8.18,0,NA,203,285
Tyto alba,Italy,Novara,45.45,8.61,0,2,199,312
Tyto alba,Italy,Civitavecchia,42.09,11.801,0,2,191,290
Tyto alba,Italy,Matera,40.67,16.6,0,2,192,293
Tyto alba,Italy,Treviso,45.67,12.24,0,1,192,280
Tyto alba,Italy,Bologna,44.5,11.3405,0,2,187,295
Tyto alba,Italy,Grosseto,42.77,11.1,0,1,185,280
Tyto alba,Italy,Parma,44.8,10.32,0,1,179,291
Tyto alba,Italy,Livorno,43.55,10.32,0,NA,190,273
Tyto alba,Italy,Parma,44.8,10.3205,0,2,199,297
Tyto alba,Italy,Pesaro,43.91,12.89,0,2,211,292
Tyto alba,Italy,Lecce,40.35,18.171,0,1,198,274
Tyto alba,Italy,Pesaro,43.91,12.8905,0,1,185,287
Tyto alba,Italy,Savona,44.31,8.46,0,2,204,282
Tyto alba,Italy,Volpiano,45.19,7.78,0,1,189,283
Tyto alba,Italy,Trecasali,44.94,10.27,0,1,177,267
Tyto alba,Italy,Bologna,44.5,11.3415,0,1,183,285
Tyto alba,Italy,GornateOlona,45.73,8.86,0,2,190,273
Tyto alba,Italy,Milan,45.48,9.177,0,2,208,290
Tyto alba,Italy,Aosta,45.73,7.31,0,2,202,281
Tyto alba,Italy,Livorno,43.55,10.3205,0,2,200,279
Tyto alba,Italy,Civitavecchia,42.09,11.8005,0,1,201,284
Tyto alba,Italy,Rovigo,45.07,11.78,0,1,195,285
Tyto alba,Italy,SanVitoChietino,42.3,14.45,0,1,188,272
Tyto alba,Italy,Verona,45.43,10.9905,0,1,189,285
Tyto alba,Italy,Bologna,44.5,11.34,0,1,203,285
Tyto alba,Italy,SDonato,44.5,11.21,0,1,212,286
Tyto alba,Italy,Busseto,44.98,10.0305,0,2,192,285
Tyto alba,Italy,Poviglio,44.84,10.5405,0,NA,192,272
Tyto alba,Italy,CarbonaraPo,45.07,11.23,0,1,188,281
Tyto alba,Italy,Mantova,45.15,10.78,0,NA,195,268
Tyto alba,Italy,Civitavecchia,42.09,11.8,0,1,180,287
Tyto alba,Italy,MarinadiCarrara,44.07,10.05,0,NA,200,279
Tyto alba,Italy,Castelfidardo,43.47,13.55,0,NA,193,285
Tyto alba,Italy,Livorno,43.55,10.321,0,NA,186,285
Tyto alba,Italy,Ostia,41.73,12.29,0,2,209,291
Tyto alba,Italy,MelitodiNapoli,40.92,14.23,0,NA,200,269
Tyto alba,Italy,Pisa,43.72,10.4005,0,2,199,296
Tyto alba,Italy,Gainago,44.88,10.38,0,1,195,282
Tyto alba,Italy,Parma,44.8,10.321,0,NA,197,308
Tyto alba,Italy,Livorno,43.55,10.3215,0,2,193,287
Tyto alba,Italy,Fidenza,44.86,10.07,0,1,198,277
Tyto alba,Italy,Livorno,43.55,10.322,0,2,188,277
Tyto alba,Italy,Busseto,44.98,10.03,0,NA,213,285
Tyto alba,Italy,Parma,44.8,10.3215,0,2,207,290
Tyto alba,Italy,Poviglio,44.84,10.54,0,1,194,297
Tyto alba,Italy,Capalbio,42.41,11.34,0,2,205,284
Tyto alba,Italy,Carpi,44.78,10.89,0,1,196,285
Tyto alba,Italy,Collesalvetti,43.6,10.4805,0,NA,200,280
Tyto alba,Italy,Polesella,44.97,11.75,0,NA,201,277
Tyto alba,Italy,Marano,44.72,10.37,0,1,193,276
Tyto alba,Italy,Orzinuovi,45.4,9.92,0,1,196,284
Tyto alba,Italy,Quiliano,44.29,8.41,0,2,186,283
Tyto alba,Italy,Tivoli,41.96,12.8005,0,2,201,288
Tyto alba,Italy,Capalbio,42.41,11.3405,0,2,208,268
Tyto alba,Italy,Parma,44.8,10.322,0,NA,189,282
Tyto alba,Italy,Manerbio,45.36,10.15,0,2,204,284
Tyto alba,Italy,Latina,41.46,12.9,0,NA,205,291
Tyto alba,Italy,Manfredonia,41.65,15.89,0,2,205,280
Tyto alba,Italy,MonterealeValcellina,46.16,12.67,0,2,200,283
Tyto alba,Italy,VallidiComacchio,44.62,12.09,0,1,204,287
Tyto alba,Italy,MonterealeValcellina,46.16,12.6705,0,2,185,276
Tyto alba,Italy,Portogruaro,45.78,12.8405,0,2,200,291
Tyto alba,Italy,Cadelbosco,44.77,10.6,0,1,191,288
Tyto alba,Italy,Grosseto,42.77,11.1005,0,2,200,295
Tyto alba,Italy,Rosignano,43.39,10.47,0,1,195,295
Tyto alba,Italy,Sigillo,43.33,12.74,0,1,190,278
Tyto alba,Italy,CastellAnselmo,43.55,10.46,0,2,198,285
Tyto alba,Italy,Rovigo,45.07,11.7805,0,2,195,292
Tyto alba,Italy,Pasiano,45.94,12.63,0,1,189,275
Tyto alba,Italy,Spilimbergo,46.14,12.89,0,1,195,287
Tyto alba,Italy,Brusciana,43.68,10.9,0,1,205,283
Tyto alba,Italy,Torrile,44.92,10.31,0,1,181,298
Tyto alba,Italy,Bibbiena,43.69,11.815,0,1,202,290
Tyto alba,Italy,Follonica,42.93,10.76,0,2,197,281
Tyto alba,Italy,Orbetello,42.47,11.26,0,1,200,292
Tyto alba,Italy,CastellAnselmo,43.55,10.4605,0,2,203,285
Tyto alba,Italy,Piagge,43.73,12.97,0,1,190,291
Tyto alba,Italy,Livorno,43.55,10.3225,0,1,195,291
Tyto alba,Italy,Cecina,43.29,10.53,0,2,200,282
Tyto alba,Italy,Tavullia,43.86,12.69,0,1,192,275
Tyto alba,Italy,Livorno,43.55,10.323,0,2,193,293
Tyto alba,Italy,Ospedaletto,43.68,10.43,0,1,186,282
Tyto alba,Italy,Collesalvetti,43.6,10.48,0,1,203,280
Tyto alba,Italy,Livorno,43.55,10.3235,0,2,208,293
Tyto alba,Italy,Mantova,45.15,10.7805,0,2,201,287
Tyto alba,Italy,Parma,44.8,10.3225,0,2,204,271
Tyto alba,Italy,Livorno,43.55,10.324,0,2,207,292
Tyto alba,Italy,CassanoalloJonio,39.78,16.32,0,NA,180,288
Tyto alba,Italy,ReggioEmilia,44.69,10.63,0,1,180,276
Tyto alba,Italy,Campobasso,41.56,14.671,0,2,190,273
Tyto alba,Italy,Grosseto,42.77,11.101,0,2,203,280
Tyto alba,Italy,Montepulciano,43.1,11.78,0,2,198,286
Tyto alba,Italy,Samoggia,44.55,11.21,0,1,190,287
Tyto alba,Italy,Firenze,43.77,11.253,0,1,201,279
Tyto alba,Italy,Campobasso,41.56,14.6715,0,1,199,281
Tyto alba,Italy,Monteverde,41.5,14.49,0,1,201,279
Tyto alba,Italy,Toro,41.57,14.77,0,2,187,286
Tyto alba,Italy,Tavernelle,43.55,12.03,0,2,198,285
Tyto alba,Italy,Ravenna,44.41,12.2095,0,2,202,289
Tyto alba,Italy,Brescia,45.53,10.22,0,NA,186,283
Tyto alba,Italy,Verderio,45.67,9.44,0,1,206,289
Tyto alba,Italy,Vigevano,45.31,8.86,0,2,200,282
Tyto alba,Italy,Brescia,45.53,10.221,0,2,214,294
Tyto alba,Italy,Brescia,45.53,10.222,0,2,205,286
Tyto alba,Italy,Brescia,45.53,10.223,0,1,195,285
Tyto alba,Italy,Orzinuovi,45.4,9.9205,0,2,198,290
Tyto alba,Italy,Brescia,45.53,10.2215,0,NA,192,295
Tyto alba,Italy,Binanuova,45.22,10.22,0,1,202,290
Tyto alba,Italy,Brescia,45.53,10.2225,0,1,210,293
Tyto alba,Italy,Bergamo,45.69,9.6605,0,NA,206,279
Tyto alba,Italy,Lodi,45.31,9.5,0,NA,193,282
Tyto alba,Italy,Rome,41.89,12.4995,0,NA,204,287
Tyto alba,Italy,CenateSotto,45.7,9.83,0,NA,199,289
Tyto alba,Italy,Bergamo,45.69,9.661,0,NA,192,289
Tyto alba,Italy,Bergamo,45.69,9.6615,0,1,224,278
Tyto alba,Italy,Bergamo,45.69,9.662,0,NA,199,284
Tyto alba,Italy,Bergamo,45.69,9.6625,0,1,189,286
Tyto alba,Italy,Bergamo,45.69,9.663,0,2,202,287
Tyto alba,Italy,Bergamo,45.69,9.6635,0,NA,189,287
Tyto alba,Italy,Bergamo,45.69,9.6645,0,NA,201,259
Tyto alba,Italy,MarciallaValdiPesa,43.57,11.14,0,1,207,280
Tyto alba,Italy,Siena,43.31,11.3125,0,2,192,292
Tyto alba,Italy,Molinuzzo,43.64,11.18,0,NA,185,292
Tyto alba,Italy,GinestraFiorentina,43.71,11.07,0,2,195,280
Tyto alba,Italy,LePiastre,43.78,11.25,0,1,192,284
Tyto alba,Italy,Antella,43.73,11.32,0,2,200,282
Tyto alba,Italy,GinestraFiorentina,43.71,11.0705,0,NA,202,281
Tyto alba,Italy,Massarella,43.78,10.79,0,1,200,282
Tyto alba,Italy,Baccaiano,44,11.15,0,2,206,276
Tyto alba,Italy,Cortona,43.27,11.99,0,NA,182,268
Tyto alba,Italy,Siena,43.31,11.313,0,NA,181,278
Tyto alba,Italy,Toscana,43.45,11.2055,0,1,185,276
Tyto alba,Italy,Follonica,42.93,10.7605,0,2,198,270
Tyto alba,Italy,Toscana,43.45,11.206,0,NA,187,286
Tyto alba,Italy,Agliana,43.9,11,0,1,192,280
Tyto alba,Italy,Empoli,43.72,10.95,0,2,195,275
Tyto alba,Italy,ValleCessana,43.86,10.73,0,NA,185,285
Tyto alba,Italy,Toscana,43.45,11.2065,0,2,197,297
Tyto alba,Italy,Pisa,43.72,10.401,0,NA,207,286
Tyto alba,Italy,Vingone,43.74,11.18,0,1,201,286
Tyto alba,Italy,Palaia,43.6,10.78,0,1,193,294
Tyto alba,Italy,ValdiBizenzio,44.01,11.08,0,2,190,274
Tyto alba,Italy,Meleto,43.45,11.31,0,2,215,288
Tyto alba,Italy,Pistoia,43.94,10.92,0,1,199,282
Tyto alba,Italy,Cascina,43.68,10.55,0,2,201,294
Tyto alba,Italy,Rimini,44.06,12.57,0,2,205,269
Tyto alba,Italy,Pontassieve,43.77,11.45,0,2,208,280
Tyto alba,Italy,Mercatale,43.63,11.23,0,2,204,277
Tyto alba,Italy,Empoli,43.72,10.9505,0,1,195,288
Tyto alba,Italy,Vigone,44.84,7.5,0,2,184,291
Tyto alba,Italy,Pontassieve,43.77,11.4505,0,1,185,292
Tyto alba,Italy,Castelfalfi,43.53,10.85,0,2,195,277
Tyto alba,Italy,Calstelvecchio,45.44,10.99,0,1,202,282
Tyto alba,Italy,Vigone,44.84,7.5005,0,1,199,291
Tyto alba,Italy,Prati,44.38,9.38,0,1,195,272
Tyto alba,Italy,Genova,44.42,8.9425,0,1,178,287
Tyto alba,Italy,Rapallo,44.35,9.23,0,NA,212,285
Tyto alba,Italy,SantOlcese,44.49,8.97,0,NA,197,292
Tyto alba,Italy,Friuli,46.15,13,0,1,189,290
Tyto alba,Italy,ForteQuezzi,44.43,8.96,0,2,200,273
Tyto alba,Italy,Levanto,44.16,9.61,0,2,205,281
Tyto alba,Italy,Voltri,44.44,8.75,0,NA,197,290
Tyto alba,Italy,Imperia,43.91,8.02,0,2,191,279
Tyto alba,Italy,Brescia,45.53,10.2235,0,2,203,283
Tyto alba,Italy,Cogorno,44.32,9.37,0,2,189,278
Tyto alba,Italy,Piovera,44.96,8.73,0,1,188,291
Tyto alba,Italy,Bavari,44.45,8.99,0,1,199,281
Tyto alba,Italy,PieveLigure,44.38,9.09,0,1,197,282
Tyto alba,Italy,Bogliasco,44.39,9.07,0,1,194,280
Tyto alba,Italy,Genova,44.42,8.943,0,2,203,292
Tyto alba,Italy,Cornigliaano,44.42,8.87,0,1,180,284
Tyto alba,Italy,NoviLigure,44.75,8.78,0,1,189,273
Tyto alba,Italy,Gamalero,44.81,8.54,0,2,207,281
Tyto alba,Italy,BorgoDAle,45.35,8.05,0,2,200,287
Tyto alba,Italy,Begato,44.45,8.93,0,2,217,297
Tyto alba,Italy,Pegli,44.44,8.81,0,2,197,281
Tyto alba,Italy,Genova,44.42,8.9435,0,2,200,280
Tyto alba,Italy,Terrile,44.41,9.15,0,1,191,280
Tyto alba,Italy,Casteldelfino,44.59,7.07,0,2,197,283
Tyto alba,Italy,Pegli,44.44,8.8105,0,2,199,269
Tyto alba,Italy,Genova,44.42,8.944,0,2,199,297
Tyto alba,Italy,Pontedecimo,44.49,8.9,0,2,195,295
Tyto alba,Italy,Pegli,44.44,8.811,0,NA,210,286
Tyto alba,Italy,NoviLigure,44.75,8.7805,0,2,194,286
Tyto alba,Italy,Ovada,44.63,8.64,0,2,195,295
Tyto alba,Italy,Zoagli,44.39,9.27,0,2,196,289
Tyto alba,Italy,AstiTorino,44.98,7.3,0,1,186,285
Tyto alba,Italy,Genova,44.42,8.9445,0,2,194,282
Tyto alba,Italy,Genova,44.42,8.945,0,1,193,275
Tyto alba,Italy,Carrosio,44.65,8.83,0,2,195,282
Tyto alba,Italy,CelleLigure,44.35,8.54,0,2,195,290
Tyto alba,Italy,Liguria,44.45,8.5505,0,NA,185,275
Tyto alba,Italy,Imperia,43.89,8.03,0,NA,197,276
Tyto alba,Italy,Imperia,43.89,8.0305,0,NA,214,281
Tyto alba,Italy,Piemonte,45.1,7.952,0,2,193,285
Tyto alba,Italy,Voghera,44.99,9,0,1,191,298
Tyto alba,Italy,Lumarzo,44.42,9.12,0,NA,189,301
Tyto alba,Italy,Frugarolo,44.84,8.68,0,NA,199,278
Tyto alba,Italy,Liguria,44.45,8.551,0,NA,192,280
Tyto alba,Italy,Liguria,44.45,8.5515,0,NA,186,287
Tyto alba,Italy,Liguria,44.45,8.552,0,NA,195,286
Tyto alba,Italy,StellaSanMartino,44.39,8.51,0,1,188,282
Tyto alba,Italy,Portogruaro,45.78,12.841,0,1,189,286
Tyto alba,Italy,Cremona,45.15,10.03,0,1,192,276
Tyto alba,Italy,Savona,44.31,8.461,0,1,180,281
Tyto alba,Italy,Ravenna,44.41,12.2105,0,1,198,290
Tyto alba,Italy,Rome,41.89,12.5,0,1,185,280
Tyto alba,Italy,Firenze,43.77,11.255,0,1,212,275
Tyto alba,Italy,Cremona,45.15,10.031,0,1,210,291
Tyto alba,Italy,Firenze,43.77,11.2555,0,1,204,302
Tyto alba,Libya,Tripolis,32.88,13.19,0,2,201,290
Tyto alba,Malta,Malta,35.89,14.44,1,NA,186,276
Tyto alba,Maroc,Essaouira,31.51,-9.76,0,1,203,296
Tyto alba,Maroc,Essaouira,31.51,-9.7605,0,2,204,284
Tyto alba,Maroc,Tanger,35.76,-5.82,0,NA,183,284
Tyto alba,Maroc,NWMaroc,33.32,-7.3505,0,2,192,273
Tyto alba,Maroc,WestMarocco,31.5,-9.5,0,NA,198,287
Tyto alba,Maroc,Essaouira,31.51,-9.761,0,2,190,277
Tyto alba,Maroc,Tanger,35.76,-5.8205,0,NA,201,295
Tyto alba,Maroc,Tanger,35.76,-5.821,0,NA,197,277
Tyto alba,Maroc,Tanger,35.76,-5.8215,0,NA,187,295
Tyto alba,Maroc,Mazagan,33.23,-8.5,0,1,205,289
Tyto alba,Maroc,Mazagan,33.23,-8.5005,0,1,181,291
Tyto alba,Maroc,Mazagan,33.23,-8.501,0,2,201,298
Tyto alba,Maroc,Mazagan,33.23,-8.5015,0,2,191,296
