Lineage,Country,Localitynew,Latitude,Longitude_c,Island,Sex,Bill,Wing
Tyto furcata,Colombia,Popayan,2.45,-76.6145,0,1,187,308
Tyto furcata,Colombia,Bucaramanga,7.15,-73,0,1,215,325
Tyto furcata,Colombia,Sonson,5.71,-75.31,0,2,205,316
Tyto furcata,Colombia,Magdalena,9.85,-74.23,0,2,223,315
Tyto furcata,Colombia,Magdalena,9.85,-74.2305,0,NA,216,311
Tyto furcata,Colombia,Coast,3.52,-77.01,0,2,223,302
Tyto furcata,Colombia,Cundinamarca,4.6,-74.08,0,NA,200,328
Tyto furcata,Ecuador,HaciendaYamana,-4,-79.42,0,1,185,307
Tyto furcata,Ecuador,Guayaquil,-2.16,-79.95,0,NA,207,288
Tyto furcata,Ecuador,Quito,-0.19,-78.4905,0,NA,202,322
Tyto furcata,Ecuador,Quito,-0.19,-78.491,0,1,184,304
Tyto furcata,Ecuador,Gualea,-0.07,-78.73,0,NA,164,307
Tyto furcata,Ecuador,Gualea,-0.07,-78.7305,0,NA,179,302
Tyto furcata,Ecuador,Cayambe,-0.03,-77.92,0,2,190,307
Tyto furcata,Ecuador,Chone,-0.7,-80.1,0,2,201,310
Tyto furcata,Ecuador,Chone,-0.7,-80.1005,0,2,218,293
Tyto furcata,Ecuador,Lloa,-0.25,-78.58,0,1,181,311
Tyto furcata,Ecuador,IbarraNorth,0.34,-78.12,0,2,203,306
Tyto furcata,Ecuador,CerroChimborazo,-1.52,-78.85,0,2,192,322
Tyto furcata,Ecuador,CerroChimborazo,-1.52,-78.851,0,2,197,316
Tyto furcata,Ecuador,MontPichincha,-0.19,-78.6,0,1,177,312
Tyto furcata,Ecuador,Quito,-0.19,-78.492,0,2,193,306
Tyto furcata,Ecuador,Quito,-0.19,-78.4925,0,1,185,302
Tyto furcata,Ecuador,Cumbe,-3.1,-79.02,0,1,194,304
Tyto furcata,Ecuador,Guamani,-0.33,-78.55,0,1,191,309
Tyto furcata,Ecuador,Guamani,-0.33,-78.5505,0,1,190,315
Tyto furcata,Ecuador,Chaupicruz,-0.16,-78.5,0,1,186,315
Tyto furcata,Ecuador,Lampiza,-0.72,-78.57,0,2,180,314
Tyto furcata,Ecuador,Pichimcha,-0.1,-78.3505,0,1,186,318
Tyto furcata,Ecuador,Quito,-0.19,-78.4945,0,2,185,323
Tyto furcata,Ecuador,Canar,-2.54,-78.9405,0,1,196,312
Tyto furcata,Ecuador,Canar,-2.54,-78.94,0,1,178,315
Tyto furcata,Ecuador,Intag,0.3,-78.27,0,NA,199,312
Tyto furcata,Ecuador,Intag,0.3,-78.2705,0,NA,196,315
Tyto furcata,Ecuador,Quito,-0.19,-78.495,0,2,203,314
Tyto furcata,Ecuador,Quito,-0.19,-78.4955,0,2,197,317
Tyto furcata,Ecuador,Quito,-0.19,-78.496,0,2,187,320
Tyto furcata,Ecuador,Pichimcha,-0.1,-78.351,0,1,207,322
Tyto furcata,Ecuador,Zambiza,-0.15,-78.43,0,1,216,306
Tyto furcata,Ecuador,Sangolqui,-0.33,-78.45,0,1,194,313
Tyto furcata,Ecuador,CerroChimborazo,-1.52,-78.8505,0,1,191,319
Tyto furcata,Ecuador,CerroChimborazo,-1.52,-78.8515,0,2,210,331
Tyto furcata,Ecuador,Giron,-3.12,-79.14,0,1,203,323
Tyto furcata,Ecuador,Giron,-3.12,-79.1405,0,1,195,310
Tyto furcata,Ecuador,ValledeYunguilla,-3.3,-79.3,0,2,193,316
Tyto furcata,Ecuador,CerroIlliniza,-0.73,-78.73,0,2,203,313
Tyto furcata,Ecuador,Gualea,-0.07,-78.731,0,1,199,301
Tyto furcata,Peru,Chongoyape,-6.64,-79.3901,0,2,195,313
Tyto furcata,Peru,Lima,-12.05,-77.1,0,2,217,310
Tyto furcata,Peru,Lima,-12.05,-77.1005,0,1,194,289
Tyto furcata,Peru,Huancabamba,-5.26,-79.45,0,1,191,297
Tyto furcata,Peru,SanAnton,-14.07,-70.42,0,NA,179,307
Tyto furcata,Peru,Sullana,-4.9,-80.69,0,1,186,304
Tyto furcata,Peru,Putina,-14.9,-69.8605,0,1,187,311
Tyto furcata,Peru,Putina,-14.9,-69.86,0,2,187,309
Tyto furcata,Peru,Trujillo,-8.12,-79.01,0,2,180,288
Tyto furcata,Peru,Trujillo,-8.12,-79.0115,0,2,211,296
Tyto furcata,Peru,Trujillo,-8.12,-79.0105,0,2,181,300
Tyto furcata,Peru,Chanchamayo,-11.05,-75.31,0,2,204,289
Tyto furcata,Peru,Marcapata,-13.59,-70.97,0,1,184,302
Tyto furcata,Peru,Marcapata,-13.59,-70.9705,0,2,200,297
Tyto furcata,Peru,Andahuaylas,-13.66,-73.38,0,1,206,309
Tyto furcata,Peru,Chongoyape,-6.64,-79.39,0,1,196,297
Tyto furcata,Peru,Chosica,-11.93,-76.7,0,2,204,319
Tyto furcata,Peru,Cacazu,-10.56,-75.12,0,2,206,327
Tyto furcata,Peru,CumbibiraCatacosPiura,-5.28,-80.73,0,2,207,325
Tyto furcata,Venezuela,ParamoelEscorial,8.78,-71.03,0,1,199,323
Tyto furcata,Venezuela,Maracay,10.25,-67.5905,0,2,231,336
Tyto furcata,Venezuela,Merida,8.53,-71.1605,0,2,190,305
Tyto furcata,Venezuela,Merida,8.53,-71.161,0,NA,205,312
Tyto furcata,Venezuela,Merida,8.53,-71.1615,0,NA,203,302
Tyto furcata,Venezuela,ElTrompillo,9.97,-68.76,0,1,216,320
Tyto furcata,Venezuela,Apure,7.14,-68.631,0,2,224,298
Tyto furcata,Venezuela,Apure,7.14,-68.6305,0,1,213,316
Tyto furcata,Venezuela,Apure,7.14,-68.63,0,1,214,311
Tyto furcata,Venezuela,Barinas,8.62,-70.25,0,1,216,325
Tyto furcata,Venezuela,Caracas,10.47,-66.91,0,NA,213,332
Tyto furcata,Venezuela,Merida,8.53,-71.162,0,NA,204,330
Tyto furcata,Venezuela,Cantaura,9.3,-64.36,0,2,231,320
Tyto furcata,Venezuela,Culata,9.05,-71.2,0,1,202,324
Tyto furcata,Venezuela,Merida,8.53,-71.1625,0,2,206,323
Tyto furcata,Venezuela_,Aragua,10,-66.8,0,1,220,322
Tyto furcata,Venezuela,Cumana,10.43,-64.18,0,NA,214,331
Tyto furcata,Venezuela,Zulia,10.24,-70.49,0,1,216,334
Tyto furcata,Venezuela,Merida,8.53,-71.163,0,NA,217,330
Tyto javanica,Australia,Bencubbin,-30.81,117.86,0,2,206,282
Tyto javanica,Australia,Yalgoo,-28.2,116.41,0,1,211,283
Tyto javanica,Australia,Moana1,-34.92,138.58,0,2,218,287
Tyto javanica,Australia,Mannum,-34.9,139.3,0,1,206,280
Tyto javanica,Australia,Lochiel,-33.94,138.15,0,2,213,280
Tyto javanica,Australia,Melbourne,-37.82,145.0005,0,NA,202,282
Tyto javanica,Australia,Sydney,-33.87,151.2105,0,2,214,274
Tyto javanica,Australia,WINDSOR,-33.73,150.99,0,1,209,279
Tyto javanica,Australia,Crookwell,-34.45,149.46,0,NA,216,279
Tyto javanica,Australia,Brisbane,-27.48,152.95,0,NA,213,276
Tyto javanica,Australia,Melbourne,-37.82,145.001,0,NA,205,286
Tyto javanica,Australia,HughRiver,-25.1,134.9,0,2,215,285
Tyto javanica,Australia,SouthQueensland,-25,143,0,1,215,281
Tyto javanica,Australia,Stockton,-32.54,151.47,0,1,205,269
Tyto javanica,Australia,Brisbane,-27.48,152.9505,0,1,207,271
Tyto javanica,Australia,Peale,-32.53,115.74,0,NA,206,276
Tyto javanica,Australia,TorresIslands,-10.17,142.26,1,1,206,276
Tyto javanica,Australia,ArcherCreek,-33.81,151.07,0,1,205,270
Tyto javanica,Australia,WireCreek,-27.24,135.5005,0,2,223,282
Tyto javanica,Australia,WireCreek,-27.24,135.5,0,2,195,279
Tyto javanica,Australia,CamdenAU,-34.06,150.69,0,NA,201,260
Tyto javanica,Australia,Cootammundra,-34.64,148.01,0,1,208,287
Tyto javanica,Australia,RichmontRiver,-28.89,153.57,0,1,207,268
Tyto javanica,Australia,OURIMBAH,-33.36,151.36,0,NA,204,286
Tyto javanica,Australia,HayesAU,-32.9,147.111,0,1,205,279
Tyto javanica,Australia,WellingtonAU,-32.55,148.94,0,1,213,281
Tyto javanica,Australia,Wymagania,-28.9,153.54,0,1,201,277
Tyto javanica,Australia,LewisIsland,-34.9635,136.0618,1,1,201,273
Tyto javanica,Australia,LewisIsland,-34.9635,136.0623,1,1,212,276
Tyto javanica,Australia,AlexandriaAU,-19.05,136.71,0,2,205,277
Tyto javanica,Australia,AlexandriaAU,-19.05,136.711,0,NA,223,283
Tyto javanica,Australia,AlexandriaAU,-19.05,136.7105,0,1,201,287
Tyto javanica,Australia,SouthAlligatorriver,-12.66,131.5,0,1,212,274
Tyto javanica,Australia,SouthAlligatorriver,-12.66,131.5005,0,2,223,285
Tyto javanica,Australia,Birdsville,-25.89,139.35,0,2,221,272
Tyto javanica,Australia,Cooktown,-15.28,145.171,0,2,215,272
Tyto javanica,Australia,Cooktown,-15.28,145.1715,0,1,211,275
Tyto javanica,Australia,Cooktown,-15.28,145.172,0,2,211,280
Tyto javanica,Australia,Cooktown,-15.28,145.1725,0,2,217,275
Tyto javanica,Australia,Cooktown,-15.28,145.17,0,2,214,270
Tyto javanica,Australia,EmuVale,-28.23,152.24,0,1,211,276
Tyto javanica,Australia,EmuVale,-28.23,152.2405,0,1,212,267
Tyto javanica,Australia,EmuVale,-28.23,152.241,0,1,204,276
Tyto javanica,Australia,EmuVale,-28.23,152.2415,0,2,220,280
Tyto javanica,Australia,EmuVale,-28.23,152.242,0,1,210,267
Tyto javanica,Australia,Allumbah,-17.27,145.581,0,1,223,277
Tyto javanica,Australia,Allumbah,-17.27,145.5805,0,1,216,272
Tyto javanica,Australia,Riverina,-35,146,0,NA,214,278
Tyto javanica,Australia,PascoeRiver,-12.7,143.1,0,1,228,285
Tyto javanica,Australia,Yulham,-34.55,138.35,0,2,201,273
Tyto javanica,Australia,Victoria,-36.2,144.15,0,NA,208,278
Tyto javanica,Australia,Kerang,-35.74,143.92,0,NA,196,278
Tyto javanica,Australia,DandendoungRanges,-37.84,145.3505,0,NA,210,268
Tyto javanica,Australia,VictoriaLearmouth,-37.42,143.71,0,1,189,271
Tyto javanica,Australia,Parwan,-37.72,144.45,0,1,206,290
Tyto javanica,Australia,Warrnambool,-38.39,142.48,0,NA,210,276
Tyto javanica,Australia,PointCloates,-23.71,113.66,0,2,211,276
Tyto javanica,Australia,Derby,-17.33,123.65,0,2,220,283
Tyto javanica,Australia,NWCape,-21.95,114.07,0,1,211,270
Tyto javanica,Australia,Adelaide,-34.93,138.6905,0,NA,213,290
Tyto javanica,Australia,Stockinbingal,-34.47,147.87,0,1,189,286
Tyto javanica,Australia,Hay,-34.37,144.27,0,1,205,283
Tyto javanica,Australia,Hay,-34.37,144.2705,0,1,197,260
Tyto javanica,Australia,Hay,-34.37,144.271,0,1,206,284
Tyto javanica,Australia,BenangarooRoad,-34.5,148.45,0,2,216,271
Tyto javanica,Australia,Murrumbateman,-34.9667,149.0338,0,1,200,278
Tyto javanica,Australia,TarcombeReserve,-24.06,143.2,0,NA,210,290
Tyto javanica,Australia,MtLoftyRanges,-34.58,138.42,0,1,195,273
Tyto javanica,Australia,PortFairy,-38.38,142.24,0,2,211,277
Tyto javanica,Australia,Adelaide,-34.93,138.693,0,2,215,277
Tyto javanica,Australia,WellingtonAU,-32.55,148.9405,0,2,209,276
Tyto javanica,Australia,Brisbane,-27.48,152.951,0,2,219,292
Tyto javanica,Australia,Brisbane,-27.48,152.9515,0,NA,226,278
Tyto javanica,Australia,Brisbane,-27.48,152.952,0,NA,221,275
Tyto javanica,Australia,Brisbane,-27.48,152.9525,0,NA,234,282
Tyto javanica,Australia,CapeYork,-10.7,142.53,0,2,217,279
Tyto javanica,Australia,InkermannAerodrome,-16.28,141.44,0,1,217,271
Tyto javanica,Australia,InkermannAerodrome,-16.28,141.4405,0,1,220,282
Tyto javanica,Australia,InkermannAerodrome,-16.28,141.441,0,2,228,287
Tyto javanica,Australia,InkermannAerodrome,-16.28,141.4415,0,2,219,278
Tyto javanica,Australia,Kimberley,-16,126,0,1,206,272
Tyto javanica,Australia,MoretonIsland,-27.15,153.4,1,1,206,285
Tyto javanica,Australia,Derby,-17.33,123.6505,0,NA,211,274
Tyto javanica,Australia,VictoriaRiver,-16.46,131.8105,0,2,218,300
Tyto javanica,Australia,AlbertRiver,-28.7,153.2,0,NA,205,276
Tyto javanica,Australia,VictoriaRiver,-16.46,131.811,0,NA,207,267
Tyto javanica,Australia,VictoriaRiver,-16.46,131.8115,0,1,202,284
Tyto javanica,Australia,Sydney,-33.87,151.211,0,NA,212,285
Tyto javanica,Australia,Werribee,-37.9,144.66,0,1,208,278
Tyto javanica,Australia,Werribee,-37.9,144.6605,0,2,206,284
Tyto javanica,Australia,MtKenneth,-31.93,115.78,0,NA,206,274
Tyto javanica,Australia,Maryborough,-25.53,152.69,0,1,193,268
Tyto javanica,Australia,AtterHay,-34.3,144.51,0,1,206,282
Tyto javanica,Australia,GeorgeLake,-35.15,149.32,0,2,201,281
Tyto javanica,Australia,Healesville,-37.66,145.5,0,2,207,287
Tyto javanica,Australia,Mildura,-34.19,142.15,0,1,193,277
Tyto javanica,Australia,MoretonBay,-27.13,152.87,0,NA,207,286
Tyto javanica,Australia,NKojonup,-33.81,117.15,0,2,210,281
Tyto javanica,Australia,Beraldton,-18.1167,144.65,0,2,223,290
Tyto javanica,Australia,BellingerRiver,-30.26,152.54,0,NA,210,280
Tyto javanica,Australia,LISMORE,-28.81,153.26,0,2,213,283
Tyto javanica,Australia,MountMercer,-37.8,143.86,0,2,212,272
Tyto javanica,Australia,StuartHwy,-13.9,131.85,0,NA,215,279
Tyto javanica,Australia,BeatriceHill,-12.64,131.31,0,NA,219,281
Tyto javanica,Australia,ExYarrawongaZoo,-12.47,130.99,0,NA,214,278
Tyto javanica,Australia,MarrakaiPlains,-12.27,132.66,0,NA,212,279
Tyto javanica,Australia,SouthAlligatorriver,-12.66,131.501,0,NA,210,282
Tyto javanica,Australia,HumptyDoo,-12.5833,131.333,0,NA,208,280
Tyto javanica,Australia,JayCreek,-23.81,133.48,0,NA,208,283
Tyto javanica,Australia,Healesville,-37.66,145.5005,0,2,195,277
Tyto javanica,Australia,Gerogery,-35.05,147,0,1,210,267
Tyto javanica,Australia,Murranji,-16.07,132.8,0,2,206,273
Tyto javanica,Australia,TeaTreeWellStuart,-22.17,133.45,0,NA,208,294
Tyto javanica,Australia,Tanami,-19.98,129.73,0,2,201,272
Tyto javanica,Australia,BankaBanka,-18.79,134,0,NA,207,277
Tyto javanica,Australia,Coleraine,-37.6,141.701,0,1,208,281
Tyto javanica,Australia,Fulham,-34.93,138.51,0,2,213,287
Tyto javanica,Australia,Murraytown,-32.95,138.23,0,2,209,266
Tyto javanica,Australia,PortKeats,-14.25,129.55,0,1,205,271
Tyto javanica,Australia,Fulham,-34.93,138.5105,0,2,214,295
Tyto javanica,Australia,MurrayBridge,-35.12,139.27,0,1,201,282
Tyto javanica,Australia,Fulham,-34.93,138.511,0,1,211,284
Tyto javanica,Australia,Fulham,-34.93,138.512,0,1,199,275
Tyto javanica,Australia,PortElliot,-35.53,138.68,0,2,199,280
Tyto javanica,Australia,WatsonRiver,-13.25,141.91,0,1,220,291
Tyto javanica,Australia,ArcherRiver,-13.24,142.53,0,1,204,278
Tyto javanica,Australia,ArcherRiver,-13.24,142.531,0,2,217,284
Tyto javanica,Australia,Fulham,-34.93,138.5125,0,1,203,282
Tyto javanica,Australia,CapeYork,-10.7,142.531,0,2,202,279
Tyto javanica,Australia,CapeYork,-10.7,142.5305,0,2,214,271
Tyto javanica,Australia,Innamincka,-27.45,140.44,0,2,211,284
Tyto javanica,Australia,Innamincka,-27.45,140.4405,0,1,207,275
Tyto javanica,Australia,MirraMitta,-27.78,138.83,0,2,203,279
Tyto javanica,Australia,Laura,-33.17,138.29,0,NA,213,276
Tyto javanica,Australia,Morphetville,-34.98,138.54,0,1,215,277
Tyto javanica,Australia,Fulham,-34.93,138.513,0,2,218,285
Tyto javanica,Australia,Bordertown,-36.3,140.77,0,2,203,277
Tyto javanica,Australia,Fulham,-34.93,138.5135,0,2,205,291
Tyto javanica,Australia,Fulham,-34.93,138.514,0,2,218,292
Tyto javanica,Australia,Fulham,-34.93,138.5145,0,1,205,297
Tyto javanica,Australia,MclarenVale,-35.2,138.55,0,2,218,283
Tyto javanica,Australia,Birdwood,-34.82,138.96,0,2,218,282
Tyto javanica,Australia,Penneshaw,-35.72,137.93,1,1,201,277
Tyto javanica,Australia,Callington,-35.12,139.04,0,1,199,279
Tyto javanica,Australia,BrokenHill,-31.98,141.46,0,1,205,278
Tyto javanica,Australia,OHalloranHill,-35.06,138.55,0,1,219,289
Tyto javanica,Australia,Adelaide,-34.93,138.6915,0,2,205,276
Tyto javanica,Australia,Renmark,-34.1,140.45,0,1,218,271
Tyto javanica,Australia,Sutherlands,-34.17,139.23,0,1,202,282
Tyto javanica,Australia,Reynella,-35.09,138.52,0,2,201,272
Tyto javanica,Australia,EncounterBay,-35.57,138.58,0,1,228,281
Tyto javanica,Australia,Medindie,-34.9,138.6,0,1,215,290
Tyto javanica,Australia,DeepCreek,-35.62,138.25,0,2,210,275
Tyto javanica,Australia,Goolwa,-35.51,138.76,0,1,203,263
Tyto javanica,Australia,Fulham,-34.93,138.5155,0,2,204,281
Tyto javanica,Australia,TwoWells,-34.61,138.52,0,2,207,283
Tyto javanica,Australia,Fulham,-34.93,138.516,0,2,199,283
Tyto javanica,Australia,PortLincoln,-34.73,135.84,0,1,208,288
Tyto javanica,Australia,MclarenVale,-35.2,138.5505,0,2,208,286
Tyto javanica,Australia,NorthGlenelg,-34.96,138.51,0,1,207,281
Tyto javanica,Australia,GlenOsmond,-34.96,138.65,0,2,208,283
Tyto javanica,Australia,Enfield,-34.86,138.61,0,1,198,268
Tyto javanica,Australia,Naracoorte,-36.96,140.74,0,1,209,275
Tyto javanica,Australia,Naracoorte,-36.96,140.7405,0,1,213,283
Tyto javanica,Australia,BradyWaterhole,-27.88,140.62,0,2,218,270
Tyto javanica,Australia,Naracoorte,-36.96,140.741,0,1,203,271
Tyto javanica,Australia,Lockleys,-34.93,138.5305,0,2,215,273
Tyto javanica,Australia,KingstonAU,-36.83,139.85,0,2,220,281
Tyto javanica,Australia,Waikerie,-34.18,139.99,0,2,211,285
Tyto javanica,Australia,TailemBend,-35.15,139.28,0,2,217,291
Tyto javanica,Australia,FranklinIsland,-32.457,133.64,1,1,214,282
Tyto javanica,Australia,Milang,-35.41,138.96,0,1,205,277
Tyto javanica,Australia,MountLoftyRanges,-35.07,138.58,0,NA,209,281
Tyto javanica,Australia,Moana2,-35.2,138.47,0,1,216,284
Tyto javanica,Australia,Goolwa,-35.51,138.7605,0,2,206,273
Tyto javanica,Australia,Sellicks,-35.33,138.46,0,2,215,284
Tyto javanica,Australia,CollegePark,-34.91,138.62,0,NA,229,282
Tyto javanica,Australia,WaldegraveIsland,-33.6,134.804,1,2,210,275
Tyto javanica,Australia,Glenelg,-34.98,138.51,0,1,212,276
Tyto javanica,Australia,Cook,-30.61,130.42,0,NA,209,270
Tyto javanica,Australia,ConmurraSouth,-37.17,140.28,0,1,199,283
Tyto javanica,Australia,VictorHarbor,-35.56,138.61,0,NA,209,282
Tyto javanica,Australia,Milang,-35.41,138.9605,0,2,214,287
Tyto javanica,Australia,Athelstone,-34.87,138.71,0,1,200,287
Tyto javanica,Australia,LouthBay,-34.55,135.91,0,2,213,289
Tyto javanica,Australia,SouthEastSouthAustralia,-36.2,140.59,0,1,219,285
Tyto javanica,Australia,Bordertown,-36.3,140.771,0,1,215,287
Tyto javanica,Australia,Bordertown,-36.3,140.7705,0,1,218,285
Tyto javanica,Australia,TinarooFallsDam,-17.19,145.61,0,NA,209,275
Tyto javanica,Australia,LiguaneaIsland,-34.99,135.62,1,1,207,270
Tyto javanica,Australia,Clare,-33.84,143.5605,0,NA,214,289
Tyto javanica,Australia,CygnetRiver,-35.71,137.51,1,1,213,282
Tyto javanica,Australia,BirchmoreLagoon,-35.78,137.48,1,1,206,280
Tyto javanica,Australia,AmericanBeach,-35.77,137.88,1,1,209,280
Tyto javanica,Australia,Bordertown,-36.3,140.7715,0,1,218,277
Tyto javanica,Australia,Kingscote,-35.65,137.63,1,2,204,275
Tyto javanica,Australia,Londsdale,-35.11,138.49,0,1,201,274
Tyto javanica,Australia,NullarborPlain,-30.95,130.5,0,2,209,274
Tyto javanica,Australia,WaterlooCorner,-34.71,138.58,0,NA,212,283
Tyto javanica,Australia,Clare,-33.84,143.56,0,1,218,278
Tyto javanica,Australia,Laura,-33.17,138.291,0,2,220,277
Tyto javanica,Australia,Tarlee,-34.27,138.77,0,NA,216,282
Tyto javanica,Australia,Adelaideplains,-34.55,138.49,0,1,213,274
Tyto javanica,Australia,NullarborPlain,-30.95,130.5005,0,1,215,283
Tyto javanica,Australia,Adelaide,-34.93,138.692,0,2,219,284
Tyto javanica,Australia,PortNoarlunga,-35.15,138.47,0,1,197,273
Tyto javanica,Australia,AliceSprings,-23.7,133.88,0,2,205,283
Tyto javanica,Australia,Kingscote,-35.65,137.6305,1,1,204,276
Tyto javanica,Australia,betweenYambaandRenmark,-29.26,153.21,0,1,205,280
Tyto javanica,Australia,Adelaide,-34.93,138.6925,0,NA,193,285
Tyto javanica,Australia,Fulham,-34.93,138.5165,0,1,203,283
Tyto javanica,Australia,Fulham,-34.93,138.517,0,1,215,281
Tyto javanica,Australia,Innamincka,-27.45,140.441,0,1,204,280
Tyto javanica,Australia,Ardrossan,-34.25,137.54,0,NA,213,274
Tyto javanica,Australia,Kimba,-33.2,136.37,0,NA,218,282
Tyto javanica,Australia,HartleyAU,-35.19,139,0,2,223,287
Tyto javanica,Australia,NappyAlla,-35.34,139.09,0,NA,198,282
Tyto javanica,Australia,PortLincoln,-34.73,135.8405,0,1,193,271
Tyto javanica,Australia,AviaryMelbourne,-38.02,145.3,0,1,206,274
Tyto javanica,Australia,AviaryMelbourne,-38.02,145.301,0,NA,209,283
Tyto javanica,Australia,YantaraStn,-29.83,142.27,0,2,199,286
Tyto javanica,Australia,Grafton,-29.68,152.92,0,NA,208,278
Tyto javanica,Australia,Woomagama,-35.52,147.25,0,1,211,278
Tyto javanica,Australia,Finley,-35.63,144.57,0,NA,207,283
Tyto javanica,Australia,Cowra,-33.48,148.38,0,1,208,270
Tyto javanica,Australia,DalyR,-13.13,130.2005,0,2,222,282
Tyto javanica,Australia,SouthAllHolidayVillage,-12.45,130.83,0,1,206,281
Tyto javanica,Australia,ThorakCemetary,-12.41,130.96,0,2,210,279
Tyto javanica,Australia,AliceSprings,-23.7,133.8805,0,1,200,283
Tyto javanica,Australia,Roseberth,-25.78,139.58,0,2,215,287
Tyto javanica,Australia,HolroydRiver,-14.12,141.68,0,2,212,269
Tyto javanica,Australia,Yungaburra,-17.27,145.6005,0,2,210,283
Tyto javanica,Australia,Atherton,-17.2833,145.5005,0,2,217,287
Tyto javanica,Australia,Fulham,-34.93,138.5175,0,2,207,281
Tyto javanica,Australia,KycheringSoak,-30.69,134.17,0,2,203,277
Tyto javanica,Australia,PortLincoln,-34.73,135.841,0,2,215,280
Tyto javanica,Australia,EyrePeninsula,-33.36,135.52,0,1,199,276
Tyto javanica,Australia,EyrePeninsula,-33.36,135.5205,0,2,209,282
Tyto javanica,Australia,Werribee,-37.9,144.661,0,1,205,287
Tyto javanica,Australia,Maribyrnong,-37.76,144.88,0,2,223,281
Tyto javanica,Australia,AlbertPark,-37.84,144.95,0,NA,213,280
Tyto javanica,Australia,RoyalMelbourneBotanicalGardens,-37.83,144.9705,0,1,211,287
Tyto javanica,Australia,SorrentoAU,-38.34,144.74,0,1,214,275
Tyto javanica,Australia,Altona,-37.52,144.4905,0,NA,208,278
Tyto javanica,Australia,StKildaGardens,-37.87,144.98,0,NA,207,287
Tyto javanica,Australia,Croydon,-37.87,145.17,0,1,212,280
Tyto javanica,Australia,Heytesbury,-38.41,143.06,0,2,213,283
Tyto javanica,Australia,Glenthomson,-37.68,142.53,0,1,208,285
Tyto javanica,Australia,StKildaGardens,-37.87,144.9805,0,2,222,276
Tyto javanica,Australia,Somers,-38.39,145.16,0,1,203,290
Tyto javanica,Australia,Bundoora,-37.82,145.09,0,1,212,287
Tyto javanica,Australia,Kew,-37.82,145.05,0,1,212,281
Tyto javanica,Australia,MorningtonPeninsula,-38.36,145.03,0,1,203,284
Tyto javanica,Australia,FishermansBend,-37.8,144.89,0,2,218,277
Tyto javanica,Australia,CarlsruheAU,-37.28,144.5,0,2,204,269
Tyto javanica,Australia,PortlandAU,-38.34,141.58,0,1,206,275
Tyto javanica,Australia,Bendigo,-36.45,144.16,0,2,217,276
Tyto javanica,Australia,Coleraine,-37.6,141.7015,0,2,207,283
Tyto javanica,Australia,NewportAU,-37.84,144.88,0,2,221,283
Tyto javanica,Australia,PascoeVale,-37.73,144.94,0,2,213,279
Tyto javanica,Australia,NelsonAU,-38.03,141.01,0,2,202,275
Tyto javanica,Australia,Lara,-38.02,144.4,0,1,212,275
Tyto javanica,Australia,Altona,-37.52,144.49,0,1,202,276
Tyto javanica,Australia,CoodeIsland,-37.83,144.89,0,2,213,284
Tyto javanica,Australia,PortFairy,-38.38,142.2405,0,1,212,274
Tyto javanica,Australia,Garvoc,-38.3,142.8,0,1,202,281
Tyto javanica,Australia,Warragul,-38.17,145.94,0,2,219,281
Tyto javanica,Australia,Wail,-36.31,142.06,0,1,209,280
Tyto javanica,Australia,Gooramadda,-36.3,146.35,0,1,223,282
Tyto javanica,Australia,PortlandAU,-38.34,141.5805,0,2,218,279
Tyto javanica,Australia,Mordialloc,-38,145.11,0,NA,207,274
Tyto javanica,Australia,Queenscliff,-38.27,144.64,0,2,223,280
Tyto javanica,Australia,Nareen,-37.39,141.56,0,1,198,274
Tyto javanica,Australia,Mildura,-34.19,142.1505,0,1,199,267
Tyto javanica,Australia,Malvern,-37.86,145.04,0,1,211,279
Tyto javanica,Australia,Yanakie,-38.81,146.22,0,1,200,279
Tyto javanica,Australia,Flinders,-38.47,145.01,0,1,225,290
Tyto javanica,Australia,PhillipIsland,-38.5,145.15,1,2,200,273
Tyto javanica,Australia,Caulfield,-37.18,145.0205,0,2,220,283
Tyto javanica,Australia,SwanHill,-35.35,143.55,0,1,218,280
Tyto javanica,Australia,Lillimur,-36.36,141.1,0,2,206,285
Tyto javanica,Australia,Ellerslie,-38.12,142.71,0,2,212,281
Tyto javanica,Australia,CamperdownN,-38.24,143,0,2,206,281
Tyto javanica,Australia,Geelong1,-38.04,144.35,0,2,223,279
Tyto javanica,Australia,MountMacedon,-37.45,144.58,0,2,218,285
Tyto javanica,Australia,Melbourne,-37.82,145.0015,0,NA,208,275
Tyto javanica,Australia,RoyalMelbourneBotanicalGardens,-37.83,144.97,0,NA,223,286
Tyto javanica,Australia,Werribee,-37.9,144.6615,0,1,211,295
Tyto javanica,Australia,WestFootscray,-37.8,144.85,0,2,216,275
Tyto javanica,Australia,LakeCullulleraine,-34.27,141.6,0,2,210,275
Tyto javanica,Australia,HorshamHighway,-36.68,142.0705,0,2,218,288
Tyto javanica,Australia,Wedderburn,-34.14,150.82,0,1,219,291
Tyto javanica,Australia,HamiltonAU,-37.82,142.02,0,2,210,272
Tyto javanica,Australia,Goornong,-36.66,144.5,0,2,212,280
Tyto javanica,Australia,TowerHill,-38.33,142.36,0,2,209,276
Tyto javanica,Australia,Dennington,-38.21,142.26,0,2,211,278
Tyto javanica,Australia,WerribeeSewerageTreatmentPlant,-37.91,144.6635,0,2,219,279
Tyto javanica,Australia,CharltonAU,-36.16,143.21,0,2,210,275
